story,text
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,approached the house I saw a tall man in a Scotch bonnet with a
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,coat which was buttoned up to his chin waiting outside in the
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,bright semicircle which was thrown from the fanlight. Just as I
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"arrived the door was opened, and we were shown up together to"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Holmes' room.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Mr. Henry Baker, I believe,"" said he, rising from his armchair"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,and greeting his visitor with the easy air of geniality which he
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"could so readily assume. ""Pray take this chair by the fire, Mr."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Baker. It is a cold night, and I observe that your circulation is"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"more adapted for summer than for winter. Ah, Watson, you have"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"just come at the right time. Is that your hat, Mr. Baker?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Yes, sir, that is undoubtedly my hat."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"He was a large man with rounded shoulders, a massive head, and a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"broad, intelligent face, sloping down to a pointed beard of"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"grizzled brown. A touch of red in nose and cheeks, with a slight"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"tremor of his extended hand, recalled Holmes' surmise as to his"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,habits. His rusty black frock-coat was buttoned right up in
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"front, with the collar turned up, and his lank wrists protruded"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,from his sleeves without a sign of cuff or shirt. He spoke in a
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"slow staccato fashion, choosing his words with care, and gave the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,impression generally of a man of learning and letters who had had
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,ill-usage at the hands of fortune.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""We have retained these things for some days,"" said Holmes,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""because we expected to see an advertisement from you giving your"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"address. I am at a loss to know now why you did not advertise."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Our visitor gave a rather shamefaced laugh. ""Shillings have not"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"been so plentiful with me as they once were,"" he remarked. ""I had"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,no doubt that the gang of roughs who assaulted me had carried off
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,both my hat and the bird. I did not care to spend more money in a
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"hopeless attempt at recovering them."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Very naturally. By the way, about the bird, we were compelled to"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"eat it."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""To eat it!"" Our visitor half rose from his chair in his"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,excitement.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Yes, it would have been of no use to anyone had we not done so."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"But I presume that this other goose upon the sideboard, which is"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"about the same weight and perfectly fresh, will answer your"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"purpose equally well?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Oh, certainly, certainly,"" answered Mr. Baker with a sigh of"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,relief.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Of course, we still have the feathers, legs, crop, and so on of"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"your own bird, so if you wish--"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"The man burst into a hearty laugh. ""They might be useful to me as"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"relics of my adventure,"" said he, ""but beyond that I can hardly"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,see what use the disjecta membra of my late acquaintance are
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"going to be to me. No, sir, I think that, with your permission, I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,will confine my attentions to the excellent bird which I perceive
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"upon the sideboard."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Sherlock Holmes glanced sharply across at me with a slight shrug
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,of his shoulders.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""There is your hat, then, and there your bird,"" said he. ""By the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"way, would it bore you to tell me where you got the other one"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"from? I am somewhat of a fowl fancier, and I have seldom seen a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"better grown goose."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Certainly, sir,"" said Baker, who had risen and tucked his newly"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"gained property under his arm. ""There are a few of us who"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"frequent the Alpha Inn, near the Museum--we are to be found in"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the Museum itself during the day, you understand. This year our"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"good host, Windigate by name, instituted a goose club, by which,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"on consideration of some few pence every week, we were each to"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"receive a bird at Christmas. My pence were duly paid, and the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"rest is familiar to you. I am much indebted to you, sir, for a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Scotch bonnet is fitted neither to my years nor my gravity."" With"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,a comical pomposity of manner he bowed solemnly to both of us and
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,strode off upon his way.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""So much for Mr. Henry Baker,"" said Holmes when he had closed the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"door behind him. ""It is quite certain that he knows nothing"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"whatever about the matter. Are you hungry, Watson?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Not particularly."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Then I suggest that we turn our dinner into a supper and follow"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"up this clue while it is still hot."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""By all means."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"It was a bitter night, so we drew on our ulsters and wrapped"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"cravats about our throats. Outside, the stars were shining coldly"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"in a cloudless sky, and the breath of the passers-by blew out"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,into smoke like so many pistol shots. Our footfalls rang out
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"crisply and loudly as we swung through the doctors' quarter,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Wimpole Street, Harley Street, and so through Wigmore Street into"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Oxford Street. In a quarter of an hour we were in Bloomsbury at
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the Alpha Inn, which is a small public-house at the corner of one"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,of the streets which runs down into Holborn. Holmes pushed open
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the door of the private bar and ordered two glasses of beer from
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the ruddy-faced, white-aproned landlord."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Your beer should be excellent if it is as good as your geese,"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,said he.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""My geese!"" The man seemed surprised."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Yes. I was speaking only half an hour ago to Mr. Henry Baker,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"who was a member of your goose club."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Ah! yes, I see. But you see, sir, them's not our geese."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Indeed! Whose, then?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, I got the two dozen from a salesman in Covent Garden."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Indeed? I know some of them. Which was it?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Breckinridge is his name."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Ah! I don't know him. Well, here's your good health landlord,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"and prosperity to your house. Good-night."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Now for Mr. Breckinridge,"" he continued, buttoning up his coat"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"as we came out into the frosty air. ""Remember, Watson that though"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"we have so homely a thing as a goose at one end of this chain, we"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,have at the other a man who will certainly get seven years' penal
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,servitude unless we can establish his innocence. It is possible
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"that our inquiry may but confirm his guilt; but, in any case, we"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"have a line of investigation which has been missed by the police,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,and which a singular chance has placed in our hands. Let us
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"follow it out to the bitter end. Faces to the south, then, and"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"quick march!"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"We passed across Holborn, down Endell Street, and so through a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,zigzag of slums to Covent Garden Market. One of the largest
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"stalls bore the name of Breckinridge upon it, and the proprietor"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"a horsey-looking man, with a sharp face and trim side-whiskers was"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,helping a boy to put up the shutters.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Good-evening. It's a cold night,"" said Holmes."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,The salesman nodded and shot a questioning glance at my
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,companion.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Sold out of geese, I see,"" continued Holmes, pointing at the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,bare slabs of marble.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Let you have five hundred to-morrow morning."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""That's no good."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, there are some on the stall with the gas-flare."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Ah, but I was recommended to you."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Who by?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""The landlord of the Alpha."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Oh, yes; I sent him a couple of dozen."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Fine birds they were, too. Now where did you get them from?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,To my surprise the question provoked a burst of anger from the
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,salesman.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Now, then, mister,"" said he, with his head cocked and his arms"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"akimbo, ""what are you driving at? Let's have it straight, now."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""It is straight enough. I should like to know who sold you the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"geese which you supplied to the Alpha."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well then, I shan't tell you. So now!"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Oh, it is a matter of no importance; but I don't know why you"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"should be so warm over such a trifle."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Warm! You'd be as warm, maybe, if you were as pestered as I am."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,When I pay good money for a good article there should be an end
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,of the business; but it's 'Where are the geese?' and 'Who did you
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,sell the geese to?' and 'What will you take for the geese?' One
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"would think they were the only geese in the world, to hear the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"fuss that is made over them."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, I have no connection with any other people who have been"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"making inquiries,"" said Holmes carelessly. ""If you won't tell us"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"the bet is off, that is all. But I'm always ready to back my"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"opinion on a matter of fowls, and I have a fiver on it that the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"bird I ate is country bred."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, then, you've lost your fiver, for it's town bred,"" snapped"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the salesman.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""It's nothing of the kind."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I say it is."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I don't believe it."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""D'you think you know more about fowls than I, who have handled"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"them ever since I was a nipper? I tell you, all those birds that"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"went to the Alpha were town bred."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""You'll never persuade me to believe that."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Will you bet, then?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""It's merely taking your money, for I know that I am right. But"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"I'll have a sovereign on with you, just to teach you not to be"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"obstinate."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"The salesman chuckled grimly. ""Bring me the books, Bill,"" said"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,he.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,The small boy brought round a small thin volume and a great
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"greasy-backed one, laying them out together beneath the hanging"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,lamp.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Now then, Mr. Cocksure,"" said the salesman, ""I thought that I"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"was out of geese, but before I finish you'll find that there is"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"still one left in my shop. You see this little book?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""That's the list of the folk from whom I buy. D'you see? Well,"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"then, here on this page are the country folk, and the numbers"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,after their names are where their accounts are in the big ledger.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Now, then! You see this other page in red ink? Well, that is a"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"list of my town suppliers. Now, look at that third name. Just"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"read it out to me."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Mrs. Oakshott, 117, Brixton Road--249,"" read Holmes."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Quite so. Now turn that up in the ledger."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Holmes turned to the page indicated. ""Here you are, 'Mrs."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Oakshott, 117, Brixton Road, egg and poultry supplier.'"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Now, then, what's the last entry?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'December 22nd. Twenty-four geese at 7s. 6d.'"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Quite so. There you are. And underneath?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""'Sold to Mr. Windigate of the Alpha, at 12s.'"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""What have you to say now?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,Sherlock Holmes looked deeply chagrined. He drew a sovereign from
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"his pocket and threw it down upon the slab, turning away with the"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,air of a man whose disgust is too deep for words. A few yards off
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"he stopped under a lamp-post and laughed in the hearty, noiseless"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,fashion which was peculiar to him.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""When you see a man with whiskers of that cut and the 'Pink 'un'"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"protruding out of his pocket, you can always draw him by a bet,"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"said he. ""I daresay that if I had put 100 pounds down in front of"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"him, that man would not have given me such complete information"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,as was drawn from him by the idea that he was doing me on a
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"wager. Well, Watson, we are, I fancy, nearing the end of our"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"quest, and the only point which remains to be determined is"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"whether we should go on to this Mrs. Oakshott to-night, or"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,whether we should reserve it for to-morrow. It is clear from what
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,that surly fellow said that there are others besides ourselves
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"who are anxious about the matter, and I should--"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,His remarks were suddenly cut short by a loud hubbub which broke
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,out from the stall which we had just left. Turning round we saw a
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,little rat-faced fellow standing in the centre of the circle of
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"yellow light which was thrown by the swinging lamp, while"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Breckinridge, the salesman, framed in the door of his stall, was"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,shaking his fists fiercely at the cringing figure.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""I've had enough of you and your geese,"" he shouted. ""I wish you"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,were all at the devil together. If you come pestering me any more
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,with your silly talk I'll set the dog at you. You bring Mrs.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"Oakshott here and I'll answer her, but what have you to do with"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"it? Did I buy the geese off you?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""No; but one of them was mine all the same,"" whined the little"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,man.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, then, ask Mrs. Oakshott for it."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""She told me to ask you."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Well, you can ask the King of Proosia, for all I care. I've had"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"enough of it. Get out of this!"" He rushed fiercely forward, and"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the inquirer flitted away into the darkness.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Ha! this may save us a visit to Brixton Road,"" whispered Holmes."
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Come with me, and we will see what is to be made of this"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"fellow."" Striding through the scattered knots of people who"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"lounged round the flaring stalls, my companion speedily overtook"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,the little man and touched him upon the shoulder. He sprang
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"round, and I could see in the gas-light that every vestige of"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,colour had been driven from his face.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""Who are you, then? What do you want?"" he asked in a quavering"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,voice.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""You will excuse me,"" said Holmes blandly, ""but I could not help"
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,overhearing the questions which you put to the salesman just now.
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"I think that I could be of assistance to you."""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""You? Who are you? How could you know anything of the matter?"""
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,NA
VII. THE ADVENTURE OF THE BLUE CARBUNCLE,"""My name is Sherlock Holmes. It is my business to know what other"
